Software / Hosting Transactions,,,,,,,,,
ULearn Limited,,,,,,,,,
For the period 1 January 2017 to 31 December 2024,,,,,,,,,
,,,,,,,,,
Date,Source,Description,Reference,Currency,Debit (Source),Credit (Source),Debit (EUR),Credit (EUR),Running Balance (EUR)
,,,,,,,,,
Software / Hosting,,,,,,,,,
04 Sept 2023,Spend Money,LU Software Query - P0209LU 19.80@0.92878,553,EUR,18.39,0.00,18.39,0.00,"99,253.89"
05 Sept 2023,Spend Money,TradingView - P0409US 36.84@0.92861,553,EUR,34.21,0.00,34.21,0.00,"99,288.10"
11 Sept 2023,Spend Money,zapier - P0909US 29.99@0.93531,553,EUR,28.05,0.00,28.05,0.00,"99,316.15"
11 Sept 2023,Spend Money,Huge Domains - P0909US328.95@0.93527,553,EUR,307.66,0.00,307.66,0.00,"99,623.81"
12 Sept 2023,Spend Money,Zoho - POS11SEP ZOHO-PEOPLE,545,EUR,29.70,0.00,29.70,0.00,"99,653.51"
12 Sept 2023,Spend Money,Unknown - P1109US 49.99@0.93518,553,EUR,46.75,0.00,46.75,0.00,"99,700.26"
13 Sept 2023,Spend Money,A2 Hosting - POS12SEP A2WEBHOST* I,545,EUR,419.53,0.00,419.53,0.00,"100,119.79"
13 Sept 2023,Spend Money,MiniExtensions - HostMatch Form,,EUR,139.17,0.00,139.17,0.00,"100,258.96"
15 Sept 2023,Spend Money,Expenses app charges - Expenses app charges,,EUR,15.00,0.00,15.00,0.00,"100,273.96"
18 Sept 2023,Spend Money,Xero Subscription - CARD - P1709US 40.00@0.94075,553,EUR,37.63,0.00,37.63,0.00,"100,311.59"
18 Sept 2023,Spend Money,CY Query - P1509CY 12.95@0.94054,553,EUR,12.18,0.00,12.18,0.00,"100,323.77"
18 Sept 2023,Spend Money,GODADDY - domains,,EUR,58.05,0.00,58.05,0.00,"100,381.82"
18 Sept 2023,Spend Money,GODADDY - domains,,EUR,26.59,0.00,26.59,0.00,"100,408.41"
19 Sept 2023,Spend Money,CARD - Google - POS17SEP Google Payme,545,EUR,9.99,0.00,9.99,0.00,"100,418.40"
20 Sept 2023,Spend Money,CARD - Google - POS19SEP Google Payme,545,EUR,3.99,0.00,3.99,0.00,"100,422.39"
22 Sept 2023,Spend Money,ADOBE - POS21SEP ADOBE STOCK,545,EUR,36.89,0.00,36.89,0.00,"100,459.28"
22 Sept 2023,Spend Money,ZOOM - POS21SEP ZOOM.US 888-,545,EUR,18.44,0.00,18.44,0.00,"100,477.72"
25 Sept 2023,Spend Money,MEssageBird - POS22SEP MESSAGEBIRD.,545,EUR,30.75,0.00,30.75,0.00,"100,508.47"
25 Sept 2023,Spend Money,Ulgebraz Technologies Pvt.Ltd - POS25SEP ULGEBRAZ,545,EUR,5.00,0.00,5.00,0.00,"100,513.47"
25 Sept 2023,Spend Money,ADOBE - POS22SEP ADOBE CREATI,545,EUR,30.74,0.00,30.74,0.00,"100,544.21"
25 Sept 2023,Spend Money,Flickr - POS23SEP FLICKR PRO M,545,EUR,7.49,0.00,7.49,0.00,"100,551.70"
25 Sept 2023,Spend Money,MyInterview - P2409AU 79.00@0.94227,553,EUR,74.44,0.00,74.44,0.00,"100,626.14"
25 Sept 2023,Spend Money,Blacknight - Webhost Domains,,EUR,66.97,0.00,66.97,0.00,"100,693.11"
25 Sept 2023,Spend Money,Airtable - database,DBAA7B75-0004,EUR,22.61,0.00,22.61,0.00,"100,715.72"
25 Sept 2023,Spend Money,Unknown - P2309US 15.00@0.94200,553,EUR,14.13,0.00,14.13,0.00,"100,729.85"
26 Sept 2023,Spend Money,TradingView - P2509US 36.84@0.94598,553,EUR,34.85,0.00,34.85,0.00,"100,764.70"
26 Sept 2023,Spend Money,Blacknight - Webhost Domains,,EUR,34.43,0.00,34.43,0.00,"100,799.13"
27 Sept 2023,Spend Money,Hubspot - POS26SEP HS_Ireland,545,EUR,688.80,0.00,688.80,0.00,"101,487.93"
30 Sept 2023,Payable Invoice,Fidelo - Fidelo SIS,9820,EUR,506.15,0.00,506.15,0.00,"101,994.08"
30 Sept 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59506,EUR,15.66,0.00,15.66,0.00,"102,009.74"
30 Sept 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59506,EUR,196.80,0.00,196.80,0.00,"102,206.54"
30 Sept 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59506,EUR,20.83,0.00,20.83,0.00,"102,227.37"
30 Sept 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59506,EUR,3.22,0.00,3.22,0.00,"102,230.59"
30 Sept 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59506,EUR,4.71,0.00,4.71,0.00,"102,235.30"
30 Sept 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59506,EUR,0.92,0.00,0.92,0.00,"102,236.22"
30 Sept 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59506,EUR,1.47,0.00,1.47,0.00,"102,237.69"
02 Oct 2023,Spend Money,MEssageBird - POS01OCT MESSAGEBIRD.,545,EUR,73.80,0.00,73.80,0.00,"102,311.49"
02 Oct 2023,Spend Money,CARD - Google - POS01OCT Google GSUIT,545,EUR,179.09,0.00,179.09,0.00,"102,490.58"
03 Oct 2023,Spend Money,Zoho - HRM Software,,EUR,36.90,0.00,36.90,0.00,"102,527.48"
03 Oct 2023,Spend Money,LU Software Query - P0210LU 19.29@0.94764,553,EUR,18.28,0.00,18.28,0.00,"102,545.76"
05 Oct 2023,Spend Money,TradingView - P0410US 36.84@0.95684,553,EUR,35.25,0.00,35.25,0.00,"102,581.01"
10 Oct 2023,Spend Money,zapier - P0910US 29.99@0.95398,553,EUR,28.61,0.00,28.61,0.00,"102,609.62"
10 Oct 2023,Spend Money,Huge Domains - P0910US328.95@0.95409,553,EUR,313.85,0.00,313.85,0.00,"102,923.47"
11 Oct 2023,Spend Money,Ulgebraz Technologies Pvt.Ltd - POS10OCT ULGEBRAZ,545,EUR,20.00,0.00,20.00,0.00,"102,943.47"
12 Oct 2023,Spend Money,Zoho - Recuitment HRM Software,,EUR,29.70,0.00,29.70,0.00,"102,973.17"
12 Oct 2023,Spend Money,Unknown - P1110US 49.99@0.94758,553,EUR,47.37,0.00,47.37,0.00,"103,020.54"
13 Oct 2023,Spend Money,MiniExtensions - HostMatch Form,,EUR,140.86,0.00,140.86,0.00,"103,161.40"
13 Oct 2023,Spend Money,GODADDY - Domains,,EUR,26.94,0.00,26.94,0.00,"103,188.34"
15 Oct 2023,Spend Money,Expenses app charges - Expenses app charges,,EUR,10.00,0.00,10.00,0.00,"103,198.34"
16 Oct 2023,Spend Money,CY Query - P1510CY 12.95@0.95289,553,EUR,12.34,0.00,12.34,0.00,"103,210.68"
16 Oct 2023,Spend Money,GODADDY - Domains,,EUR,45.70,0.00,45.70,0.00,"103,256.38"
17 Oct 2023,Spend Money,GODADDY - Domains,,EUR,14.06,0.00,14.06,0.00,"103,270.44"
18 Oct 2023,Spend Money,Hubspot - POS18OCT HS_Ireland,545,EUR,777.28,0.00,777.28,0.00,"104,047.72"
18 Oct 2023,Spend Money,Xero Subscription - CARD - P1710US 40.00@0.95225,553,EUR,38.09,0.00,38.09,0.00,"104,085.81"
19 Oct 2023,Spend Money,CARD - Google - POS17OCT Google Payme,545,EUR,9.99,0.00,9.99,0.00,"104,095.80"
20 Oct 2023,Spend Money,Ulgebraz Technologies Pvt.Ltd - POS19OCT ULGEBRAZ,545,EUR,40.00,0.00,40.00,0.00,"104,135.80"
20 Oct 2023,Spend Money,A2 Hosting - POS19OCT A2WEBHOST* I,545,EUR,58.18,0.00,58.18,0.00,"104,193.98"
23 Oct 2023,Spend Money,ADOBE - POS21OCT ADOBE SYSTEM,545,EUR,36.89,0.00,36.89,0.00,"104,230.87"
23 Oct 2023,Spend Money,ADOBE - POS22OCT ADOBE SYSTEM,545,EUR,30.74,0.00,30.74,0.00,"104,261.61"
23 Oct 2023,Spend Money,ZOOM - POS21OCT ZOOM.US 888-,545,EUR,18.44,0.00,18.44,0.00,"104,280.05"
24 Oct 2023,Spend Money,MEssageBird - POS23OCT MESSAGEBIRD.,545,EUR,30.75,0.00,30.75,0.00,"104,310.80"
24 Oct 2023,Spend Money,Flickr - POS23OCT FLICKR PRO M,545,EUR,7.49,0.00,7.49,0.00,"104,318.29"
24 Oct 2023,Spend Money,Airtable - database,DBAA7B75-0005,EUR,22.72,0.00,22.72,0.00,"104,341.01"
24 Oct 2023,Spend Money,Unknown - P2310US 15.00@0.94666,553,EUR,14.20,0.00,14.20,0.00,"104,355.21"
25 Oct 2023,Spend Money,Ulgebraz Technologies Pvt.Ltd - POS25OCT ULGEBRAZ,545,EUR,5.00,0.00,5.00,0.00,"104,360.21"
25 Oct 2023,Spend Money,MyInterview - P2410AU 79.00@0.94620,553,EUR,74.75,0.00,74.75,0.00,"104,434.96"
26 Oct 2023,Spend Money,Hubspot - POS26OCT HS_Ireland,545,EUR,722.75,0.00,722.75,0.00,"105,157.71"
26 Oct 2023,Spend Money,TradingView - P2510US 36.84@0.94679,553,EUR,34.88,0.00,34.88,0.00,"105,192.59"
31 Oct 2023,Payable Invoice,Fidelo - Fidelo SIS,9949,EUR,463.10,0.00,463.10,0.00,"105,655.69"
31 Oct 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59508,EUR,15.66,0.00,15.66,0.00,"105,671.35"
31 Oct 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59508,EUR,196.80,0.00,196.80,0.00,"105,868.15"
31 Oct 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59508,EUR,20.83,0.00,20.83,0.00,"105,888.98"
31 Oct 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59508,EUR,3.22,0.00,3.22,0.00,"105,892.20"
31 Oct 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59508,EUR,4.71,0.00,4.71,0.00,"105,896.91"
31 Oct 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59508,EUR,0.92,0.00,0.92,0.00,"105,897.83"
31 Oct 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59508,EUR,1.47,0.00,1.47,0.00,"105,899.30"
01 Nov 2023,Spend Money,GODADDY - domains,,EUR,25.84,0.00,25.84,0.00,"105,925.14"
02 Nov 2023,Spend Money,MEssageBird - POS01NOV MESSAGEBIRD.,545,EUR,73.80,0.00,73.80,0.00,"105,998.94"
02 Nov 2023,Spend Money,CARD - Google - Google Apps Bus,545,EUR,179.09,0.00,179.09,0.00,"106,178.03"
03 Nov 2023,Spend Money,Zoho - POS03NOV ZOHO-RECRUIT,545,EUR,36.90,0.00,36.90,0.00,"106,214.93"
03 Nov 2023,Spend Money,LU Software Query - P0211LU 19.80@0.95101,553,EUR,18.83,0.00,18.83,0.00,"106,233.76"
06 Nov 2023,Spend Money,TradingView - P0411US 36.84@0.94218,553,EUR,34.71,0.00,34.71,0.00,"106,268.47"
08 Nov 2023,Payable Invoice,Fidelo - SIS,9957,EUR,461.25,0.00,461.25,0.00,"106,729.72"
10 Nov 2023,Spend Money,zapier - P0911US 29.99@0.93831,553,EUR,28.14,0.00,28.14,0.00,"106,757.86"
10 Nov 2023,Spend Money,Huge Domains - P0911US328.95@0.93825,553,EUR,308.64,0.00,308.64,0.00,"107,066.50"
13 Nov 2023,Spend Money,Zoho - POS12MAR ZOHO-PEOPLE,,EUR,29.70,0.00,29.70,0.00,"107,096.20"
13 Nov 2023,Spend Money,MiniExtensions - HostMatch Form,,EUR,139.85,0.00,139.85,0.00,"107,236.05"
13 Nov 2023,Spend Money,Unknown - P1111US 49.99@0.93858,553,EUR,46.92,0.00,46.92,0.00,"107,282.97"
15 Nov 2023,Spend Money,Expenses app charges - Expenses app charges,,EUR,10.00,0.00,10.00,0.00,"107,292.97"
16 Nov 2023,Spend Money,MEssageBird - POS29MAY MESSAGEBIRD.,,EUR,30.75,0.00,30.75,0.00,"107,323.72"
16 Nov 2023,Spend Money,CY Query - P1511CY 12.95@0.93513,553,EUR,12.11,0.00,12.11,0.00,"107,335.83"
17 Nov 2023,Spend Money,GODADDY - Domains,,EUR,13.62,0.00,13.62,0.00,"107,349.45"
17 Nov 2023,Payable Invoice,"Xero (NZ) Ltd - ULearn. Monthly Subscription, Standard Price Plan, 17 Oct 2023 to 14 Nov 2023.",IN-4692453,EUR,37.39,0.00,37.39,0.00,"107,386.84"
20 Nov 2023,Spend Money,Google - CARD - POS17NOV Google Payme,545,EUR,9.99,0.00,9.99,0.00,"107,396.83"
22 Nov 2023,Spend Money,ADOBE - POS21NOV ADOBE STOCK,545,EUR,36.89,0.00,36.89,0.00,"107,433.72"
23 Nov 2023,Spend Money,ADOBE - POS22NOV ADOBE CREATI,545,EUR,30.74,0.00,30.74,0.00,"107,464.46"
24 Nov 2023,Spend Money,Flickr - POS23SEP FLICKR PRO M,,EUR,7.49,0.00,7.49,0.00,"107,471.95"
24 Nov 2023,Spend Money,Airtable - database,,EUR,22.12,0.00,22.12,0.00,"107,494.07"
27 Nov 2023,Spend Money,Hubspot - POS26SEP HS_Ireland,,EUR,722.75,0.00,722.75,0.00,"108,216.82"
27 Nov 2023,Spend Money,Ulgebraz Technologies Pvt.Ltd - POS25NOV ULGEBRAZ,545,EUR,5.00,0.00,5.00,0.00,"108,221.82"
27 Nov 2023,Spend Money,Google - CARD - POS25NOV Google Payme,545,EUR,10.99,0.00,10.99,0.00,"108,232.81"
27 Nov 2023,Spend Money,TradingView - Trade Software,,EUR,33.82,0.00,33.82,0.00,"108,266.63"
30 Nov 2023,Payable Invoice,Fidelo - 5 users & Extended Teacher Login,10082,EUR,463.10,0.00,463.10,0.00,"108,729.73"
30 Nov 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59510,EUR,15.66,0.00,15.66,0.00,"108,745.39"
30 Nov 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59510,EUR,196.80,0.00,196.80,0.00,"108,942.19"
30 Nov 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59510,EUR,20.83,0.00,20.83,0.00,"108,963.02"
30 Nov 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59510,EUR,3.22,0.00,3.22,0.00,"108,966.24"
30 Nov 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59510,EUR,4.71,0.00,4.71,0.00,"108,970.95"
30 Nov 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59510,EUR,0.92,0.00,0.92,0.00,"108,971.87"
30 Nov 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59510,EUR,1.47,0.00,1.47,0.00,"108,973.34"
04 Dec 2023,Spend Money,MessageBird - POS01DEC MESSAGEBIRD.,545,EUR,36.90,0.00,36.90,0.00,"109,010.24"
04 Dec 2023,Spend Money,CARD - Google - Google Apps Bus,545,EUR,179.09,0.00,179.09,0.00,"109,189.33"
04 Dec 2023,Spend Money,Zoho - POS03DEC ZOHO-RECRUIT,545,EUR,36.90,0.00,36.90,0.00,"109,226.23"
11 Dec 2023,Spend Money,zapier - zapier,,EUR,27.97,0.00,27.97,0.00,"109,254.20"
11 Dec 2023,Spend Money,Huge Domains - P0912US328.95@0.93266,553,EUR,306.80,0.00,306.80,0.00,"109,561.00"
12 Dec 2023,Spend Money,Zoho - POS12MAR ZOHO-PEOPLE,,EUR,29.70,0.00,29.70,0.00,"109,590.70"
13 Dec 2023,Spend Money,MEssageBird - POS29MAY MESSAGEBIRD.,,EUR,30.75,0.00,30.75,0.00,"109,621.45"
13 Dec 2023,Spend Money,A2 Hosting - POS19OCT A2WEBHOST* I,,EUR,419.53,0.00,419.53,0.00,"110,040.98"
13 Dec 2023,Spend Money,MiniExtensions - HostMatch Form,,EUR,138.73,0.00,138.73,0.00,"110,179.71"
15 Dec 2023,Spend Money,Expenses app charges - Expenses app charges,,EUR,10.00,0.00,10.00,0.00,"110,189.71"
17 Dec 2023,Payable Invoice,"Xero (NZ) Ltd - ULearn. Monthly Subscription, Standard Price Plan, 17 Nov 2023 to 16 Dec 2023.",IN-4748761,EUR,42.25,0.00,42.25,0.00,"110,231.96"
18 Dec 2023,Spend Money,GODADDY - Domains,,EUR,13.55,0.00,13.55,0.00,"110,245.51"
19 Dec 2023,Spend Money,Google - CARD - POS17DEC Google Payme,545,EUR,9.99,0.00,9.99,0.00,"110,255.50"
22 Dec 2023,Payable Invoice,Fidelo - SIS,10107,EUR,86.10,0.00,86.10,0.00,"110,341.60"
22 Dec 2023,Payable Invoice,Fidelo - SIS ,10107,EUR,86.10,0.00,86.10,0.00,"110,427.70"
22 Dec 2023,Spend Money,ADOBE - POS21DEC ADOBE SYSTEM,545,EUR,36.89,0.00,36.89,0.00,"110,464.59"
28 Dec 2023,Spend Money,Ulgebraz Technologies Pvt.Ltd - POS25DEC ULGEBRAZ,545,EUR,5.00,0.00,5.00,0.00,"110,469.59"
28 Dec 2023,Spend Money,Google - CARD - POS25DEC GOOGLE*GOOGL,545,EUR,10.99,0.00,10.99,0.00,"110,480.58"
28 Dec 2023,Spend Money,Hubspot - POS26APR HS_Ireland,,EUR,722.75,0.00,722.75,0.00,"111,203.33"
28 Dec 2023,Spend Money,"Xero Subscription - CARD - ULearn. Monthly Subscription, Standard Price Plan, 17 Oct 2022 to 16 Nov 2022. ",,EUR,33.52,0.00,33.52,0.00,"111,236.85"
28 Dec 2023,Spend Money,Flickr - POS23DEC FLICKR PRO M,545,EUR,7.49,0.00,7.49,0.00,"111,244.34"
28 Dec 2023,Spend Money,ADOBE - POS22DEC ADOBE SYSTEM,545,EUR,30.74,0.00,30.74,0.00,"111,275.08"
28 Dec 2023,Spend Money,Airtable - database,,EUR,21.84,0.00,21.84,0.00,"111,296.92"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59505,EUR,0.00,15.66,0.00,15.66,"111,281.26"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59505,EUR,0.00,196.80,0.00,196.80,"111,084.46"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59505,EUR,0.00,20.83,0.00,20.83,"111,063.63"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59505,EUR,0.00,3.22,0.00,3.22,"111,060.41"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59505,EUR,0.00,4.71,0.00,4.71,"111,055.70"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59505,EUR,0.00,0.92,0.00,0.92,"111,054.78"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59505,EUR,0.00,1.47,0.00,1.47,"111,053.31"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59507,EUR,0.00,15.66,0.00,15.66,"111,037.65"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59507,EUR,0.00,196.80,0.00,196.80,"110,840.85"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59507,EUR,0.00,20.83,0.00,20.83,"110,820.02"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59507,EUR,0.00,3.22,0.00,3.22,"110,816.80"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59507,EUR,0.00,4.71,0.00,4.71,"110,812.09"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59507,EUR,0.00,0.92,0.00,0.92,"110,811.17"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59507,EUR,0.00,1.47,0.00,1.47,"110,809.70"
31 Dec 2023,Payable Invoice,Fidelo - SIS,10220,EUR,506.15,0.00,506.15,0.00,"111,315.85"
31 Dec 2023,Manual Journal,Year-end Journal 2023 - Last year Prepayment reversed,#58890,EUR,187.97,0.00,187.97,0.00,"111,503.82"
31 Dec 2023,Manual Journal,Year-end Journal 2023 - Fiverr - Web Dev iFrame reclassified from Consulting & Accounting (Professional Services),#58890,EUR,38.65,0.00,38.65,0.00,"111,542.47"
31 Dec 2023,Manual Journal,Year-end Journal 2023 - Marha Vakseca reclassified from Consulting & Accounting (Professional Services),#58890,EUR,250.00,0.00,250.00,0.00,"111,792.47"
31 Dec 2023,Manual Journal,Year-end Journal 2023 - Voodoo Web Solutions LTD - Web & Ad Services reclassified from Consulting & Accounting (Professional Services),#58890,EUR,"2,361.60",0.00,"2,361.60",0.00,"114,154.07"
31 Dec 2023,Manual Journal,Year-end Journal 2023 - GODADDY - Domains expenses reclassified from Misc. Expenses,#58890,EUR,17.59,0.00,17.59,0.00,"114,171.66"
31 Dec 2023,Manual Journal,Year-end Journal 2023 - Solocheck - Researching Company Accounts expenses reclassified from Misc. Expenses,#58890,EUR,11.07,0.00,11.07,0.00,"114,182.73"
31 Dec 2023,Manual Journal,Year-end Journal 2023 - Amazon Prime fee reclassified from Apartments Running Expns,#58890,EUR,56.49,0.00,56.49,0.00,"114,239.22"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59489,EUR,0.00,15.66,0.00,15.66,"114,223.56"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59489,EUR,0.00,196.80,0.00,196.80,"114,026.76"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59489,EUR,0.00,20.83,0.00,20.83,"114,005.93"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59489,EUR,0.00,3.22,0.00,3.22,"114,002.71"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59489,EUR,0.00,4.71,0.00,4.71,"113,998.00"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59489,EUR,0.00,0.92,0.00,0.92,"113,997.08"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59489,EUR,0.00,1.47,0.00,1.47,"113,995.61"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59493,EUR,0.00,15.66,0.00,15.66,"113,979.95"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59493,EUR,0.00,196.80,0.00,196.80,"113,783.15"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59493,EUR,0.00,20.83,0.00,20.83,"113,762.32"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59493,EUR,0.00,3.22,0.00,3.22,"113,759.10"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59493,EUR,0.00,4.71,0.00,4.71,"113,754.39"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59493,EUR,0.00,0.92,0.00,0.92,"113,753.47"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59493,EUR,0.00,1.47,0.00,1.47,"113,752.00"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59497,EUR,0.00,15.66,0.00,15.66,"113,736.34"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59497,EUR,0.00,196.80,0.00,196.80,"113,539.54"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59497,EUR,0.00,20.83,0.00,20.83,"113,518.71"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59497,EUR,0.00,3.22,0.00,3.22,"113,515.49"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59497,EUR,0.00,4.71,0.00,4.71,"113,510.78"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59497,EUR,0.00,0.92,0.00,0.92,"113,509.86"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59497,EUR,0.00,1.47,0.00,1.47,"113,508.39"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59499,EUR,0.00,15.66,0.00,15.66,"113,492.73"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59499,EUR,0.00,196.80,0.00,196.80,"113,295.93"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59499,EUR,0.00,20.83,0.00,20.83,"113,275.10"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59499,EUR,0.00,3.22,0.00,3.22,"113,271.88"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59499,EUR,0.00,4.71,0.00,4.71,"113,267.17"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59499,EUR,0.00,0.92,0.00,0.92,"113,266.25"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59499,EUR,0.00,1.47,0.00,1.47,"113,264.78"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59503,EUR,0.00,15.66,0.00,15.66,"113,249.12"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59503,EUR,0.00,196.80,0.00,196.80,"113,052.32"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59503,EUR,0.00,20.83,0.00,20.83,"113,031.49"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59503,EUR,0.00,3.22,0.00,3.22,"113,028.27"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59503,EUR,0.00,4.71,0.00,4.71,"113,023.56"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59503,EUR,0.00,0.92,0.00,0.92,"113,022.64"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59503,EUR,0.00,1.47,0.00,1.47,"113,021.17"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59509,EUR,0.00,15.66,0.00,15.66,"113,005.51"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59509,EUR,0.00,196.80,0.00,196.80,"112,808.71"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59509,EUR,0.00,20.83,0.00,20.83,"112,787.88"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59509,EUR,0.00,3.22,0.00,3.22,"112,784.66"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59509,EUR,0.00,4.71,0.00,4.71,"112,779.95"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59509,EUR,0.00,0.92,0.00,0.92,"112,779.03"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59509,EUR,0.00,1.47,0.00,1.47,"112,777.56"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59491,EUR,0.00,15.66,0.00,15.66,"112,761.90"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59491,EUR,0.00,196.80,0.00,196.80,"112,565.10"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59491,EUR,0.00,20.83,0.00,20.83,"112,544.27"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59491,EUR,0.00,3.22,0.00,3.22,"112,541.05"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59491,EUR,0.00,4.71,0.00,4.71,"112,536.34"
